ISO3,Date,Tests_diff,Tests
GMB,2021-01-15,409,34333
GMB,2021-01-16,0,34333
GMB,2021-01-17,643,34976
GMB,2021-01-18,250,35226
GMB,2021-01-19,347,35573
GMB,2021-01-20,211,35784
GMB,2021-01-21,335,36119
GMB,2021-01-22,0,36119
GMB,2021-01-23,0,36119
GMB,2021-01-24,997,37116
GMB,2021-01-25,122,37238
GMB,2021-01-26,283,37521
GMB,2021-01-27,0,37521
GMB,2021-01-28,699,38220
GMB,2021-01-29,0,38220
GMB,2021-01-30,0,38220
GMB,2021-01-31,1040,39260
GMB,2021-02-01,0,39260
GMB,2021-02-02,516,39776
GMB,2021-02-03,0,39776
GMB,2021-02-04,813,40589
GMB,2021-02-05,0,40589
GMB,2021-02-06,0,40589
GMB,2021-02-07,870,41459
GMB,2021-02-08,0,41459
GMB,2021-02-09,0,41459
GMB,2021-02-10,0,41459
GMB,2021-02-11,1159,42618
GMB,2021-02-12,0,42618
GMB,2021-02-13,0,42618
GMB,2021-02-14,0,42618
GMB,2021-02-15,652,43270
GMB,2021-02-16,369,43639
GMB,2021-02-17,291,43930
GMB,2021-02-18,261,44191
GMB,2021-02-19,0,44191
GMB,2021-02-20,0,44191
GMB,2021-02-21,1301,45492
GMB,2021-02-22,365,45857
GMB,2021-02-23,367,46224
GMB,2021-02-24,374,46598
GMB,2021-02-25,0,46598
GMB,2021-02-26,896,47494
GMB,2021-02-27,0,47494
GMB,2021-02-28,729,48223
GMB,2021-03-01,0,48223
GMB,2021-03-02,371,48594
GMB,2021-03-03,0,48594
GMB,2021-03-04,0,48594
GMB,2021-03-05,0,48594
GMB,2021-03-06,1071,49665
GMB,2021-03-07,0,49665
GMB,2021-03-08,577,50242
GMB,2021-03-09,0,50242
GMB,2021-03-10,719,50961
GMB,2021-03-11,350,51311
GMB,2021-03-12,310,51621
GMB,2021-03-13,0,51621
GMB,2021-03-14,0,51621
GMB,2021-03-15,741,52362
GMB,2021-03-16,262,52624
GMB,2021-03-17,255,52879
GMB,2021-03-18,374,53253
GMB,2021-03-19,415,53668
GMB,2021-03-20,429,54097
GMB,2021-03-21,216,54313
GMB,2021-03-22,158,54471
GMB,2021-03-23,246,54717
GMB,2021-03-24,301,55018
GMB,2021-03-25,416,55434
GMB,2021-03-26,462,55896
GMB,2021-03-27,488,56384
GMB,2021-03-28,0,56384
GMB,2021-03-29,361,56745
GMB,2021-03-30,0,56745
GMB,2021-03-31,605,57350
GMB,2021-04-01,272,57622
GMB,2021-04-02,401,58023
GMB,2021-04-03,379,58402
GMB,2021-04-04,254,58656
GMB,2021-04-05,94,58750
GMB,2021-04-06,173,58923
GMB,2021-04-07,265,59188
GMB,2021-04-08,301,59489
GMB,2021-04-09,456,59945
GMB,2021-04-10,444,60389
GMB,2021-04-11,185,60574
GMB,2021-04-12,151,60725
GMB,2021-04-13,151,60876
GMB,2021-04-14,199,61075
GMB,2021-04-15,311,61386
GMB,2021-04-16,366,61752
GMB,2021-04-17,478,62230
GMB,2021-04-18,241,62471
GMB,2021-04-19,105,62576
GMB,2021-04-20,181,62757
GMB,2021-04-21,173,62930
GMB,2021-04-22,0,62930
GMB,2021-04-23,0,62930
GMB,2021-04-24,0,62930
GMB,2021-04-25,1047,63977
GMB,2021-04-26,142,64119
GMB,2021-04-27,101,64220
GMB,2021-04-28,174,64394
GMB,2021-04-29,232,64626
GMB,2021-04-30,0,64626
GMB,2021-05-01,0,64626
GMB,2021-05-02,727,65353
GEO,2021-04-02,0,0
GEO,2021-04-03,0,0
GEO,2021-04-04,0,0
GEO,2021-04-05,0,0
GEO,2021-04-06,0,0
GEO,2021-04-07,28000,28000
GEO,2021-04-08,34000,62000
GEO,2021-04-09,36000,98000
GEO,2021-04-10,0,98000
GEO,2021-04-11,0,98000
GEO,2021-04-12,0,98000
GEO,2021-04-13,37000,135000
GEO,2021-04-14,0,135000
GEO,2021-04-15,0,135000
GEO,2021-04-16,31000,166000
GEO,2021-04-17,0,166000
GEO,2021-04-18,0,166000
GEO,2021-04-19,0,166000
GEO,2021-04-20,0,166000
GEO,2021-04-21,0,166000
GEO,2021-04-22,27995,193995
GEO,2021-04-23,28751,222746
GEO,2021-04-24,31958,254704
GEO,2021-04-25,0,254704
GEO,2021-04-26,0,254704
GEO,2021-04-27,0,254704
GEO,2021-04-28,0,254704
GEO,2021-04-29,0,254704
GEO,2021-04-30,0,254704
GEO,2021-05-01,0,254704
GEO,2021-05-02,0,254704
GEO,2021-05-03,0,254704
GEO,2021-05-04,10000,264704
GEO,2021-05-05,28000,292704
GEO,2021-05-06,28000,320704
DEU,2020-03-15,0,0
DEU,2020-03-16,0,0
DEU,2020-03-17,0,0
DEU,2020-03-18,0,0
DEU,2020-03-19,0,0
DEU,2020-03-20,0,0
DEU,2020-03-21,0,0
DEU,2020-03-22,0,0
DEU,2020-03-23,0,0
DEU,2020-03-24,0,0
DEU,2020-03-25,0,0
DEU,2020-03-26,0,0
DEU,2020-03-27,0,0
DEU,2020-03-28,0,0
DEU,2020-03-29,0,0
DEU,2020-03-30,0,0
DEU,2020-03-31,0,0
DEU,2020-04-01,0,0
DEU,2020-04-02,0,0
DEU,2020-04-03,0,0
DEU,2020-04-04,0,0
DEU,2020-04-05,0,0
DEU,2020-04-06,0,0
DEU,2020-04-07,0,0
DEU,2020-04-08,0,0
DEU,2020-04-09,0,0
DEU,2020-04-10,0,0
DEU,2020-04-11,0,0
DEU,2020-04-12,0,0
DEU,2020-04-13,0,0
DEU,2020-04-14,0,0
DEU,2020-04-15,0,0
DEU,2020-04-16,0,0
DEU,2020-04-17,0,0
DEU,2020-04-18,0,0
DEU,2020-04-19,0,0
DEU,2020-04-20,0,0
DEU,2020-04-21,0,0
DEU,2020-04-22,0,0
DEU,2020-04-23,0,0
DEU,2020-04-24,0,0
DEU,2020-04-25,0,0
DEU,2020-04-26,0,0
DEU,2020-04-27,0,0
DEU,2020-04-28,0,0
DEU,2020-04-29,0,0
DEU,2020-04-30,0,0
DEU,2020-05-01,0,0
DEU,2020-05-02,0,0
DEU,2020-05-03,0,0
DEU,2020-05-04,0,0
DEU,2020-05-05,0,0
DEU,2020-05-06,0,0
DEU,2020-05-07,0,0
DEU,2020-05-08,0,0
DEU,2020-05-09,0,0
DEU,2020-05-10,0,0
DEU,2020-05-11,0,0
DEU,2020-05-12,0,0
DEU,2020-05-13,0,0
DEU,2020-05-14,0,0
DEU,2020-05-15,0,0
DEU,2020-05-16,0,0
DEU,2020-05-17,0,0
DEU,2020-05-18,0,0
DEU,2020-05-19,0,0
DEU,2020-05-20,0,0
DEU,2020-05-21,0,0
DEU,2020-05-22,0,0
DEU,2020-05-23,0,0
DEU,2020-05-24,0,0
DEU,2020-05-25,0,0
DEU,2020-05-26,0,0
DEU,2020-05-27,0,0
DEU,2020-05-28,0,0
DEU,2020-05-29,0,0
DEU,2020-05-30,0,0
DEU,2020-05-31,0,0
DEU,2020-06-01,0,0
DEU,2020-06-02,0,0
DEU,2020-06-03,0,0
DEU,2020-06-04,0,0
DEU,2020-06-05,0,0
DEU,2020-06-06,0,0
DEU,2020-06-07,0,0
DEU,2020-06-08,0,0
DEU,2020-06-09,0,0
DEU,2020-06-10,0,0
DEU,2020-06-11,0,0
DEU,2020-06-12,0,0
DEU,2020-06-13,0,0
DEU,2020-06-14,0,0
DEU,2020-06-15,0,0
DEU,2020-06-16,0,0
DEU,2020-06-17,0,0
DEU,2020-06-18,0,0
DEU,2020-06-19,0,0
DEU,2020-06-20,0,0
DEU,2020-06-21,0,0
DEU,2020-06-22,0,0
DEU,2020-06-23,0,0
DEU,2020-06-24,0,0
DEU,2020-06-25,0,0
DEU,2020-06-26,0,0
DEU,2020-06-27,0,0
DEU,2020-06-28,0,0
DEU,2020-06-29,0,0
DEU,2020-06-30,0,0
DEU,2020-07-01,0,0
DEU,2020-07-02,0,0
DEU,2020-07-03,0,0
DEU,2020-07-04,0,0
DEU,2020-07-05,0,0
DEU,2020-07-06,0,0
DEU,2020-07-07,0,0
DEU,2020-07-08,0,0
DEU,2020-07-09,0,0
DEU,2020-07-10,0,0
DEU,2020-07-11,0,0
DEU,2020-07-12,0,0
DEU,2020-07-13,0,0
DEU,2020-07-14,0,0
DEU,2020-07-15,0,0
DEU,2020-07-16,0,0
DEU,2020-07-17,0,0
DEU,2020-07-18,0,0
DEU,2020-07-19,0,0
DEU,2020-07-20,0,0
DEU,2020-07-21,0,0
DEU,2020-07-22,0,0
DEU,2020-07-23,0,0
DEU,2020-07-24,0,0
DEU,2020-07-25,0,0
DEU,2020-07-26,0,0
DEU,2020-07-27,0,0
DEU,2020-07-28,0,0
DEU,2020-07-29,0,0
DEU,2020-07-30,0,0
DEU,2020-07-31,0,0
DEU,2020-08-01,0,0
DEU,2020-08-02,0,0
DEU,2020-08-03,0,0
DEU,2020-08-04,0,0
DEU,2020-08-05,0,0
DEU,2020-08-06,0,0
DEU,2020-08-07,0,0
DEU,2020-08-08,0,0
DEU,2020-08-09,0,0
DEU,2020-08-10,0,0
DEU,2020-08-11,0,0
DEU,2020-08-12,0,0
DEU,2020-08-13,0,0
DEU,2020-08-14,0,0
DEU,2020-08-15,0,0
DEU,2020-08-16,0,0
DEU,2020-08-17,0,0
DEU,2020-08-18,0,0
DEU,2020-08-19,0,0
DEU,2020-08-20,0,0
DEU,2020-08-21,0,0
DEU,2020-08-22,0,0
DEU,2020-08-23,0,0
DEU,2020-08-24,0,0
DEU,2020-08-25,0,0
DEU,2020-08-26,0,0
DEU,2020-08-27,0,0
DEU,2020-08-28,0,0
DEU,2020-08-29,0,0
DEU,2020-08-30,0,0
DEU,2020-08-31,0,0
DEU,2020-09-01,0,0
DEU,2020-09-02,0,0
DEU,2020-09-03,0,0
DEU,2020-09-04,0,0
DEU,2020-09-05,0,0
DEU,2020-09-06,0,0
DEU,2020-09-07,0,0
DEU,2020-09-08,0,0
DEU,2020-09-09,0,0
DEU,2020-09-10,0,0
DEU,2020-09-11,0,0
DEU,2020-09-12,0,0
DEU,2020-09-13,0,0
DEU,2020-09-14,0,0
DEU,2020-09-15,0,0
DEU,2020-09-16,0,0
DEU,2020-09-17,0,0
DEU,2020-09-18,0,0
DEU,2020-09-19,0,0
DEU,2020-09-20,0,0
DEU,2020-09-21,0,0
DEU,2020-09-22,0,0
DEU,2020-09-23,0,0
DEU,2020-09-24,0,0
DEU,2020-09-25,0,0
DEU,2020-09-26,0,0
DEU,2020-09-27,0,0
DEU,2020-09-28,0,0
DEU,2020-09-29,0,0
DEU,2020-09-30,0,0
DEU,2020-10-01,0,0
DEU,2020-10-02,0,0
DEU,2020-10-03,0,0
DEU,2020-10-04,0,0
DEU,2020-10-05,0,0
DEU,2020-10-06,0,0
DEU,2020-10-07,0,0
DEU,2020-10-08,0,0
DEU,2020-10-09,0,0
DEU,2020-10-10,0,0
DEU,2020-10-11,0,0
DEU,2020-10-12,0,0
DEU,2020-10-13,0,0
DEU,2020-10-14,0,0
DEU,2020-10-15,0,0
DEU,2020-10-16,0,0
DEU,2020-10-17,0,0
DEU,2020-10-18,0,0
DEU,2020-10-19,0,0
DEU,2020-10-20,0,0
DEU,2020-10-21,0,0
DEU,2020-10-22,0,0
DEU,2020-10-23,0,0
DEU,2020-10-24,0,0
DEU,2020-10-25,0,0
DEU,2020-10-26,0,0
DEU,2020-10-27,0,0
DEU,2020-10-28,0,0
DEU,2020-10-29,0,0
DEU,2020-10-30,0,0
DEU,2020-10-31,0,0
DEU,2020-11-01,0,0
DEU,2020-11-02,0,0
DEU,2020-11-03,0,0
DEU,2020-11-04,0,0
DEU,2020-11-05,0,0
DEU,2020-11-06,0,0
DEU,2020-11-07,0,0
DEU,2020-11-08,0,0
DEU,2020-11-09,0,0
DEU,2020-11-10,0,0
DEU,2020-11-11,0,0
DEU,2020-11-12,0,0
DEU,2020-11-13,0,0
DEU,2020-11-14,0,0
DEU,2020-11-15,0,0
DEU,2020-11-16,0,0
DEU,2020-11-17,0,0
DEU,2020-11-18,0,0
DEU,2020-11-19,0,0
DEU,2020-11-20,0,0
DEU,2020-11-21,0,0
DEU,2020-11-22,0,0
DEU,2020-11-23,0,0
DEU,2020-11-24,0,0
DEU,2020-11-25,0,0
DEU,2020-11-26,0,0
DEU,2020-11-27,0,0
DEU,2020-11-28,0,0
DEU,2020-11-29,0,0
DEU,2020-11-30,0,0
DEU,2020-12-01,0,0
DEU,2020-12-02,0,0
DEU,2020-12-03,0,0
DEU,2020-12-04,0,0
DEU,2020-12-05,0,0
DEU,2020-12-06,0,0
DEU,2020-12-07,0,0
DEU,2020-12-08,0,0
DEU,2020-12-09,0,0
DEU,2020-12-10,0,0
DEU,2020-12-11,0,0
DEU,2020-12-12,0,0
DEU,2020-12-13,0,0
DEU,2020-12-14,0,0
DEU,2020-12-15,0,0
DEU,2020-12-16,0,0
DEU,2020-12-17,0,0
DEU,2020-12-18,0,0
DEU,2020-12-19,0,0
DEU,2020-12-20,0,0
DEU,2020-12-21,0,0
DEU,2020-12-22,0,0
DEU,2020-12-23,0,0
DEU,2020-12-24,0,0
DEU,2020-12-25,0,0
DEU,2020-12-26,0,0
DEU,2020-12-27,0,0
DEU,2020-12-28,0,0
DEU,2020-12-29,0,0
DEU,2020-12-30,0,0
DEU,2020-12-31,0,0
DEU,2021-01-01,0,0
DEU,2021-01-02,0,0
DEU,2021-01-03,0,0
DEU,2021-01-04,0,0
DEU,2021-01-05,0,0
DEU,2021-01-06,0,0
DEU,2021-01-07,0,0
DEU,2021-01-08,0,0
DEU,2021-01-09,0,0
DEU,2021-01-10,0,0
DEU,2021-01-11,0,0
DEU,2021-01-12,0,0
DEU,2021-01-13,0,0
DEU,2021-01-14,0,0
DEU,2021-01-15,0,0
DEU,2021-01-16,0,0
DEU,2021-01-17,0,0
DEU,2021-01-18,0,0
DEU,2021-01-19,0,0
DEU,2021-01-20,0,0
DEU,2021-01-21,0,0
DEU,2021-01-22,0,0
DEU,2021-01-23,0,0
DEU,2021-01-24,0,0
DEU,2021-01-25,0,0
DEU,2021-01-26,0,0
DEU,2021-01-27,0,0
DEU,2021-01-28,0,0
DEU,2021-01-29,0,0
DEU,2021-01-30,0,0
DEU,2021-01-31,0,0
DEU,2021-02-01,0,0
DEU,2021-02-02,0,0
DEU,2021-02-03,0,0
DEU,2021-02-04,0,0
DEU,2021-02-05,0,0
DEU,2021-02-06,0,0
DEU,2021-02-07,0,0
DEU,2021-02-08,0,0
DEU,2021-02-09,0,0
DEU,2021-02-10,0,0
DEU,2021-02-11,0,0
DEU,2021-02-12,0,0
DEU,2021-02-13,0,0
DEU,2021-02-14,0,0
DEU,2021-02-15,0,0
DEU,2021-02-16,0,0
DEU,2021-02-17,0,0
DEU,2021-02-18,0,0
DEU,2021-02-19,0,0
DEU,2021-02-20,0,0
DEU,2021-02-21,0,0
DEU,2021-02-22,0,0
DEU,2021-02-23,0,0
DEU,2021-02-24,0,0
DEU,2021-02-25,0,0
DEU,2021-02-26,0,0
DEU,2021-02-27,0,0
DEU,2021-02-28,0,0
DEU,2021-03-01,0,0
DEU,2021-03-02,0,0
DEU,2021-03-03,0,0
DEU,2021-03-04,0,0
DEU,2021-03-05,0,0
DEU,2021-03-06,0,0
DEU,2021-03-07,0,0
DEU,2021-03-08,0,0
DEU,2021-03-09,0,0
DEU,2021-03-10,0,0
DEU,2021-03-11,0,0
DEU,2021-03-12,0,0
DEU,2021-03-13,0,0
DEU,2021-03-14,0,0
DEU,2021-03-15,0,0
DEU,2021-03-16,0,0
DEU,2021-03-17,0,0
DEU,2021-03-18,0,0
DEU,2021-03-19,0,0
DEU,2021-03-20,0,0
DEU,2021-03-21,0,0
DEU,2021-03-22,0,0
DEU,2021-03-23,0,0
DEU,2021-03-24,0,0
DEU,2021-03-25,0,0
DEU,2021-03-26,0,0
DEU,2021-03-27,0,0
DEU,2021-03-28,0,0
DEU,2021-03-29,0,0
DEU,2021-03-30,0,0
DEU,2021-03-31,0,0
DEU,2021-04-01,0,0
DEU,2021-04-02,0,0
DEU,2021-04-03,0,0
DEU,2021-04-04,0,0
DEU,2021-04-05,0,0
DEU,2021-04-06,0,0
DEU,2021-04-07,0,0
DEU,2021-04-08,0,0
DEU,2021-04-09,0,0
DEU,2021-04-10,0,0
DEU,2021-04-11,0,0
DEU,2021-04-12,0,0
DEU,2021-04-13,0,0
DEU,2021-04-14,0,0
DEU,2021-04-15,0,0
DEU,2021-04-16,0,0
DEU,2021-04-17,0,0
DEU,2021-04-18,0,0
DEU,2021-04-19,0,0
DEU,2021-04-20,0,0
DEU,2021-04-21,0,0
DEU,2021-04-22,0,0
DEU,2021-04-23,0,0
DEU,2021-04-24,0,0
DEU,2021-04-25,0,0
DEU,2021-04-26,0,0
DEU,2021-04-27,0,0
DEU,2021-04-28,0,0
DEU,2021-04-29,0,0
DEU,2021-04-30,0,0
DEU,2021-05-01,0,0
DEU,2021-05-02,0,0
GHA,2020-03-17,0,0
GHA,2020-03-18,0,0
GHA,2020-03-19,0,0
GHA,2020-03-20,0,0
GHA,2020-03-21,0,0
GHA,2020-03-22,0,0
GHA,2020-03-23,206,206
GHA,2020-03-24,0,206
GHA,2020-03-25,0,206
GHA,2020-03-26,0,206
GHA,2020-03-27,0,206
GHA,2020-03-28,0,206
GHA,2020-03-29,0,206
GHA,2020-03-30,0,206
GHA,2020-03-31,0,206
GHA,2020-04-01,0,206
GHA,2020-04-02,0,206
GHA,2020-04-03,0,206
GHA,2020-04-04,0,206
GHA,2020-04-05,0,206
GHA,2020-04-06,0,206
GHA,2020-04-07,0,206
GHA,2020-04-08,0,206
GHA,2020-04-09,0,206
GHA,2020-04-10,12735,12941
GHA,2020-04-11,10608,23549
GHA,2020-04-12,0,23549
GHA,2020-04-13,0,23549
GHA,2020-04-14,0,23549
GHA,2020-04-15,6281,29830
GHA,2020-04-16,0,29830
GHA,2020-04-17,0,29830
GHA,2020-04-18,0,29830
GHA,2020-04-19,7675,37505
GHA,2020-04-20,0,37505
GHA,2020-04-21,0,37505
GHA,2020-04-22,0,37505
GHA,2020-04-23,0,37505
GHA,2020-04-24,0,37505
GHA,2020-04-25,0,37505
GHA,2020-04-26,0,37505
GHA,2020-04-27,0,37505
GHA,2020-04-28,7407,44912
GHA,2020-04-29,0,44912
GHA,2020-04-30,0,44912
GHA,2020-05-01,0,44912
GHA,2020-05-02,12412,57324
GHA,2020-05-03,0,57324
GHA,2020-05-04,0,57324
GHA,2020-05-05,0,57324
GHA,2020-05-06,0,57324
GHA,2020-05-07,0,57324
GHA,2020-05-08,5253,62577
GHA,2020-05-09,0,62577
GHA,2020-05-10,0,62577
GHA,2020-05-11,1683,64260
GHA,2020-05-12,3249,67509
GHA,2020-05-13,3252,70761
GHA,2020-05-14,3938,74699
GHA,2020-05-15,1454,76153
GHA,2020-05-16,0,76153
GHA,2020-05-17,0,76153
GHA,2020-05-18,3776,79929
GHA,2020-05-19,3586,83515
GHA,2020-05-20,4265,87780
GHA,2020-05-21,1511,89291
GHA,2020-05-22,1058,90349
GHA,2020-05-23,3412,93761
GHA,2020-05-24,3955,97716
GHA,2020-05-25,1253,98969
GHA,2020-05-26,2507,101476
GHA,2020-05-27,2438,103914
GHA,2020-05-28,3294,107208
GHA,2020-05-29,3334,110542
GHA,2020-05-30,3469,114011
GHA,2020-05-31,1400,115411
GHA,2020-06-01,328,115739
GHA,2020-06-02,2912,118651
GHA,2020-06-03,3676,122327
GHA,2020-06-04,2352,124679
GHA,2020-06-05,4641,129320
GHA,2020-06-06,1709,131029
GHA,2020-06-07,3952,134981
GHA,2020-06-08,809,135790
GHA,2020-06-09,2014,137804
GHA,2020-06-10,3230,141034
GHA,2020-06-11,2144,143178
GHA,2020-06-12,3302,146480
GHA,2020-06-13,3437,149917
GHA,2020-06-14,1640,151557
GHA,2020-06-15,2039,153596
GHA,2020-06-16,3309,156905
GHA,2020-06-17,2406,159311
GHA,2020-06-18,3561,162872
GHA,2020-06-19,0,162872
GHA,2020-06-20,0,162872
GHA,2020-06-21,7250,170122
GHA,2020-06-22,2566,172688
GHA,2020-06-23,3008,175696
GHA,2020-06-24,3329,179025
GHA,2020-06-25,2012,181037
GHA,2020-06-26,1900,182937
GHA,2020-06-27,4502,187439
GHA,2020-06-28,2724,190163
GHA,2020-06-29,2929,193092
GHA,2020-06-30,0,193092
GHA,2020-07-01,0,193092
GHA,2020-07-02,3026,196118
GHA,2020-07-03,3298,199416
GHA,2020-07-04,3341,202757
GHA,2020-07-05,3273,206030
GHA,2020-07-06,2839,208869
GHA,2020-07-07,2540,211409
GHA,2020-07-08,1559,212968
GHA,2020-07-09,1374,214342
GHA,2020-07-10,2983,217325
GHA,2020-07-11,2735,220060
GHA,2020-07-12,1992,222052
GHA,2020-07-13,3398,225450
GHA,2020-07-14,2428,227878
GHA,2020-07-15,2218,230096
GHA,2020-07-16,2853,232949
GHA,2020-07-17,2762,235711
GHA,2020-07-18,4000,239711
GHA,2020-07-19,3468,243179
GHA,2020-07-20,4322,247501
GHA,2020-07-21,3739,251240
GHA,2020-07-22,3899,255139
GHA,2020-07-23,3393,258532
GHA,2020-07-24,2039,260571
GHA,2020-07-25,4123,264694
GHA,2020-07-26,4017,268711
GHA,2020-07-27,4584,273295
GHA,2020-07-28,4042,277337
GHA,2020-07-29,0,277337
GHA,2020-07-30,0,277337
GHA,2020-07-31,2715,280052
GHA,2020-08-01,3118,283170
GHA,2020-08-02,3253,286423
GHA,2020-08-03,1771,288194
GHA,2020-08-04,1785,289979
GHA,2020-08-05,2166,292145
GHA,2020-08-06,2296,294441
GHA,2020-08-07,1836,296277
GHA,2020-08-08,1317,297594
GHA,2020-08-09,1340,298934
GHA,2020-08-10,1262,300196
GHA,2020-08-11,1998,302194
GHA,2020-08-12,1420,303614
GHA,2020-08-13,1307,304921
GHA,2020-08-14,1654,306575
GHA,2020-08-15,1152,307727
GHA,2020-08-16,1574,309301
GHA,2020-08-17,1078,310379
GHA,2020-08-18,1499,311878
GHA,2020-08-19,1100,312978
GHA,2020-08-20,1131,314109
GHA,2020-08-21,1606,315715
GHA,2020-08-22,1144,316859
GHA,2020-08-23,748,317607
GHA,2020-08-24,749,318356
GHA,2020-08-25,1496,319852
GHA,2020-08-26,1738,321590
GHA,2020-08-27,1201,322791
GHA,2020-08-28,0,322791
GHA,2020-08-29,0,322791
GHA,2020-08-30,716,323507
GHA,2020-08-31,856,324363
GHA,2020-09-01,555,324918
GHA,2020-09-02,659,325577
GHA,2020-09-03,1034,326611
GHA,2020-09-04,919,327530
GHA,2020-09-05,868,328398
GHA,2020-09-06,1184,329582
GHA,2020-09-07,718,330300
GHA,2020-09-08,594,330894
GHA,2020-09-09,1066,331960
GHA,2020-09-10,852,332812
GHA,2020-09-11,810,333622
GHA,2020-09-12,1137,334759
GHA,2020-09-13,1043,335802
GHA,2020-09-14,7328,343130
GHA,2020-09-15,2425,345555
GHA,2020-09-16,583,346138
GHA,2020-09-17,1748,347886
GHA,2020-09-18,1554,349440
GHA,2020-09-19,1559,350999
GHA,2020-09-20,1831,352830
GHA,2020-09-21,1537,354367
GHA,2020-09-22,955,355322
GHA,2020-09-23,580,355902
GHA,2020-09-24,1912,357814
GHA,2020-09-25,827,358641
GHA,2020-09-26,784,359425
GHA,2020-09-27,2825,362250
GHA,2020-09-28,770,363020
GHA,2020-09-29,2010,365030
GHA,2020-09-30,1352,366382
GHA,2020-10-01,755,367137
GHA,2020-10-02,0,367137
GHA,2020-10-03,0,367137
GHA,2020-10-04,741,367878
GHA,2020-10-05,2116,369994
GHA,2020-10-06,800,370794
GHA,2020-10-07,1357,372151
GHA,2020-10-08,1108,373259
GHA,2020-10-09,1461,374720
GHA,2020-10-10,2315,377035
GHA,2020-10-11,431,377466
GHA,2020-10-12,427,377893
GHA,2020-10-13,1034,378927
GHA,2020-10-14,2048,380975
GHA,2020-10-15,1475,382450
GHA,2020-10-16,1993,384443
GHA,2020-10-17,2449,386892
GHA,2020-10-18,1899,388791
GHA,2020-10-19,1468,390259
GHA,2020-10-20,1374,391633
GHA,2020-10-21,1521,393154
GHA,2020-10-22,2050,395204
GHA,2020-10-23,1450,396654
GHA,2020-10-24,0,396654
GHA,2020-10-25,0,396654
GHA,2020-10-26,3953,400607
GHA,2020-10-27,1040,401647
GHA,2020-10-28,1776,403423
GHA,2020-10-29,2167,405590
GHA,2020-10-30,0,405590
GHA,2020-10-31,0,405590
GHA,2020-11-01,2181,407771
GHA,2020-11-02,2163,409934
GHA,2020-11-03,993,410927
GHA,2020-11-04,917,411844
GHA,2020-11-05,4023,415867
GHA,2020-11-06,2022,417889
GHA,2020-11-07,1999,419888
GHA,2020-11-08,2532,422420
GHA,2020-11-09,804,423224
GHA,2020-11-10,2587,425811
GHA,2020-11-11,1520,427331
GHA,2020-11-12,2505,429836
GHA,2020-11-13,2080,431916
GHA,2020-11-14,1913,433829
GHA,2020-11-15,2496,436325
GHA,2020-11-16,2118,438443
GHA,2020-11-17,1929,440372
GHA,2020-11-18,2237,442609
GHA,2020-11-19,2126,444735
GHA,2020-11-20,2235,446970
GHA,2020-11-21,2355,449325
GHA,2020-11-22,838,450163
GHA,2020-11-23,3166,453329
GHA,2020-11-24,2042,455371
GHA,2020-11-25,1179,456550
GHA,2020-11-26,1253,457803
GHA,2020-11-27,1100,458903
GHA,2020-11-28,5110,464013
GHA,2020-11-29,2468,466481
GHA,2020-11-30,1144,467625
GHA,2020-12-01,1099,468724
GHA,2020-12-02,4630,473354
GHA,2020-12-03,2223,475577
GHA,2020-12-04,2665,478242
GHA,2020-12-05,2207,480449
GHA,2020-12-06,2400,482849
GHA,2020-12-07,2040,484889
GHA,2020-12-08,1877,486766
GHA,2020-12-09,1938,488704
GHA,2020-12-10,2685,491389
GHA,2020-12-11,2345,493734
GHA,2020-12-12,2406,496140
GHA,2020-12-13,1018,497158
GHA,2020-12-14,3634,500792
GHA,2020-12-15,2192,502984
GHA,2020-12-16,2324,505308
GHA,2020-12-17,2587,507895
GHA,2020-12-18,2836,510731
GHA,2020-12-19,2574,513305
GHA,2020-12-20,5148,518453
GHA,2020-12-21,2106,520559
GHA,2020-12-22,2813,523372
GHA,2020-12-23,0,523372
GHA,2020-12-24,0,523372
GHA,2020-12-25,0,523372
GHA,2020-12-26,0,523372
GHA,2020-12-27,1952,525324
GHA,2020-12-28,1981,527305
GHA,2020-12-29,1664,528969
GHA,2020-12-30,2152,531121
GHA,2020-12-31,906,532027
GHA,2021-01-01,0,532027
GHA,2021-01-02,0,532027
GHA,2021-01-03,0,532027
GHA,2021-01-04,2214,534241
GHA,2021-01-05,2125,536366
GHA,2021-01-06,2878,539244
GHA,2021-01-07,2791,542035
GHA,2021-01-08,2807,544842
GHA,2021-01-09,3046,547888
GHA,2021-01-10,3047,550935
GHA,2021-01-11,3142,554077
GHA,2021-01-12,0,554077
GHA,2021-01-13,0,554077
GHA,2021-01-14,3085,557162
GHA,2021-01-15,3650,560812
GHA,2021-01-16,3871,564683
GHA,2021-01-17,3984,568667
GHA,2021-01-18,5050,573717
GHA,2021-01-19,4244,577961
GHA,2021-01-20,4677,582638
GHA,2021-01-21,4983,587621
GHA,2021-01-22,4878,592499
GHA,2021-01-23,4391,596890
GHA,2021-01-24,0,596890
GHA,2021-01-25,0,596890
GHA,2021-01-26,5094,601984
GHA,2021-01-27,4278,606262
GHA,2021-01-28,6187,612449
GHA,2021-01-29,5165,617614
GHA,2021-01-30,5148,622762
GHA,2021-01-31,5094,627856
GHA,2021-02-01,4410,632266
GHA,2021-02-02,3287,635553
GHA,2021-02-03,5930,641483
GHA,2021-02-04,3499,644982
GHA,2021-02-05,4388,649370
GHA,2021-02-06,4394,653764
GHA,2021-02-07,3556,657320
GHA,2021-02-08,4653,661973
